#software	version	source	license	citation
trimmomatic	0.39	GPLv3.0	Bolger, A. M., Lohse, M., & Usadel, B. (2014). Trimmomatic: A flexible trimmer for Illumina Sequence Data. Bioinformatics, btu170.
